listing_id,company,internship_title,domain,mode,location,country,stipend,stipend_currency,duration_months,required_skills,num_required_skills,bonus_skills,min_cgpa_required,min_year_required,eligible_branches,degree_required,experience_required,ppo_offered,certificate_provided,total_openings,total_applicants,posted_on,apply_by,company_tier,skill_coverage_score,is_relevant
LIST0727,Myntra,iOS Development Intern,iOS Development,Hybrid,Mumbai,India,25207,INR,2,SwiftUI|ARKit|Core Data|CocoaPods,4,REST API|Xcode,7.1,2,Computer Engineering|Computer Science|AI & Data Science|Electronics,M.Tech|BCA|MCA,Fresher,1,1,4,118,2024-06-20,2025-08-09,0,0.4,0
LIST0728,Meesho,iOS Development Intern,iOS Development,Remote,Remote,India,33168,INR,3,SwiftUI|Firebase|REST API,3,Xcode|CocoaPods,7.3,1,Information Technology|AI & Data Science|Computer Engineering,B.E.,Fresher,1,1,5,196,2024-07-25,2025-10-14,0,0.3,0
LIST0729,Palantir,Data Science Intern,Data Science,On-site,San Francisco,USA,1247,USD,2,NumPy|Statistics|Seaborn|Pandas|Power BI|R,6,Excel|SQL,6.0,1,Information Technology|Computer Science,B.Sc CS|MCA,0-1 year,0,1,5,179,2024-10-01,2025-11-07,1,0.5,1
LIST0730,CoRover.ai,NLP / GenAI Intern,NLP / GenAI,Hybrid,Ahmedabad,India,31028,INR,6,Vector DBs|Python|Transformers|RAG,4,NLTK|GPT,6.7,2,Computer Science|Computer Engineering|AI & Data Science|Electronics,M.Tech,0-1 year,0,1,9,255,2024-09-08,2025-12-27,0,0.36,0
LIST0731,Wadhwani AI,Machine Learning Intern,Machine Learning,On-site,Hyderabad,India,11705,INR,1,Keras|PyTorch|MLflow,3,Model Deployment|TensorFlow,6.5,3,Electronics|AI & Data Science,B.Sc CS,1-2 years,0,1,1,41,2024-12-08,2025-04-23,0,0.3,0
LIST0732,Quick Heal,Cybersecurity Intern,Cybersecurity,Hybrid,Hyderabad,India,30448,INR,6,OWASP|Linux|Burp Suite|Kali Linux|Nmap|Cryptography,6,Python|SIEM,5.8,1,Computer Engineering|Information Technology|Computer Science,B.E.|B.Tech,0-1 year,0,1,1,42,2024-07-09,2025-07-27,0,0.55,1
LIST0733,Apple,iOS Development Intern,iOS Development,Remote,Remote,Singapore,3831,SGD,6,REST API|UIKit|ARKit|SwiftUI|CocoaPods,5,Combine|Swift,6.1,3,Information Technology|AI & Data Science|Computer Engineering|Computer Science,MCA,1-2 years,1,1,14,138,2024-08-09,2025-09-21,1,0.5,1
LIST0734,Datadog,DevOps Intern,DevOps,Remote,Remote,Singapore,1391,SGD,3,Docker|Jenkins|Ansible|Terraform|Git|Kubernetes,6,Prometheus|Bash,5.8,3,Information Technology|Electronics,M.Tech|B.Tech|MCA,0-1 year,0,1,5,156,2024-11-09,2025-03-02,1,0.55,1
LIST0735,Tenable,Cybersecurity Intern,Cybersecurity,Hybrid,New York,USA,1189,USD,2,Wireshark|Nmap|Linux|Cryptography|Kali Linux,5,OWASP|Networking,5.4,1,AI & Data Science|Computer Engineering|Information Technology,B.Sc CS|BCA,0-1 year,0,1,17,154,2024-07-17,2025-10-11,1,0.45,1
LIST0736,Meesho,iOS Development Intern,iOS Development,Hybrid,Hyderabad,India,12263,INR,2,REST API|Firebase|UIKit|ARKit|CocoaPods,5,Combine|SwiftUI,7.4,2,Information Technology|Computer Science|AI & Data Science|Electronics|Computer Engineering,M.Tech|BCA,Fresher,0,1,14,31,2024-11-03,2025-07-28,0,0.5,0
LIST0737,Razorpay,Web Development Intern,Web Development,Hybrid,Kolkata,India,13664,INR,1,Flask|REST API|TypeScript|Bootstrap|Django,5,React|Vue.js,5.0,1,Computer Science|AI & Data Science|Computer Engineering|Information Technology|Electronics,M.Tech,1-2 years,1,1,20,391,2024-12-15,2025-09-25,0,0.38,1
LIST0738,Octro,Game Development Intern,Game Development,Hybrid,Bangalore,India,25091,INR,1,C++|Unreal Engine|DirectX|Shader Programming|Blender,5,C#|Godot,6.2,3,Electronics|Information Technology,B.Tech,1-2 years,1,1,20,267,2024-10-13,2025-07-23,0,0.5,1
LIST0739,Postman,DevOps Intern,DevOps,Remote,Remote,India,15379,INR,6,Terraform|CI/CD|Ansible|Git|Prometheus|Docker,6,Jenkins|Kubernetes,6.7,1,AI & Data Science|Computer Engineering|Electronics,M.Tech|B.E.|B.Tech,0-1 year,1,1,19,36,2024-09-06,2025-09-06,0,0.55,1
LIST0740,CoRover.ai,NLP / GenAI Intern,NLP / GenAI,On-site,Hyderabad,India,10519,INR,6,BERT|OpenAI API|NLTK|Hugging Face|LangChain,5,Python|Transformers,7.5,3,Computer Science|Electronics|AI & Data Science|Information Technology,BCA|B.E.|B.Sc CS,0-1 year,0,1,13,398,2024-11-19,2025-11-25,0,0.45,0
LIST0741,GitLab,DevOps Intern,DevOps,On-site,San Francisco,USA,3095,USD,3,Grafana|Kubernetes|Linux|Bash|Prometheus|Ansible,6,Docker|Jenkins,6.4,1,Electronics|Information Technology|Computer Engineering|AI & Data Science,B.E.|B.Tech|BCA,Fresher,1,1,6,9,2024-10-23,2025-09-05,1,0.55,1
LIST0742,SigTuple,Computer Vision Intern,Computer Vision,On-site,Mumbai,India,15387,INR,2,YOLO|OpenCV|MediaPipe|NumPy,4,Python|Image Processing,5.3,2,Information Technology|AI & Data Science|Computer Engineering,B.Tech,1-2 years,0,1,16,221,2024-12-14,2025-02-13,0,0.4,1
LIST0743,Texas Instruments,Embedded Systems / IoT Intern,Embedded Systems / IoT,Remote,Remote,Singapore,1834,SGD,3,Arduino|RTOS|FreeRTOS|Assembly|C,5,Raspberry Pi|PCB Design,6.3,1,Information Technology|Computer Engineering,B.E.|MCA,1-2 years,1,1,17,429,2024-06-26,2025-09-03,1,0.45,1
LIST0744,Webflow,Web Development Intern,Web Development,Hybrid,London,UK,938,GBP,6,CSS|Node.js|JavaScript|Tailwind CSS,4,TypeScript|Angular,5.3,1,AI & Data Science|Electronics|Information Technology|Computer Science,MCA|B.Tech|BCA,0-1 year,0,1,11,133,2024-06-01,2025-06-01,1,0.31,1
LIST0745,Twilio,Full Stack Development Intern,Full Stack Development,Remote,Remote,Singapore,2134,SGD,1,GraphQL|Node.js|PostgreSQL|Express.js|Redis,5,TypeScript|MongoDB,6.5,1,Information Technology|Computer Engineering,BCA,1-2 years,0,1,14,257,2024-10-09,2025-12-19,1,0.5,1
LIST0746,LatentView,Data Science Intern,Data Science,Remote,Remote,India,29753,INR,3,Power BI|SciPy|Statistics|Pandas|NumPy|Tableau,6,Seaborn|Matplotlib,6.3,1,Computer Science|Information Technology|AI & Data Science,BCA,1-2 years,0,1,13,327,2024-06-03,2025-07-20,0,0.5,1
LIST0747,Zomato,Web Development Intern,Web Development,On-site,Ahmedabad,India,30552,INR,2,Django|Node.js|Tailwind CSS,3,Flask|Vue.js,6.7,3,AI & Data Science|Computer Engineering|Computer Science,MCA|B.E.,Fresher,1,1,7,303,2024-12-06,2025-03-18,0,0.23,0
LIST0748,DoorDash,iOS Development Intern,iOS Development,Remote,Remote,Singapore,3560,SGD,3,Swift|REST API|CocoaPods|Combine,4,Firebase|ARKit,6.0,3,AI & Data Science|Electronics|Computer Engineering|Computer Science,B.Sc CS|B.Tech,0-1 year,0,1,14,36,2024-06-05,2025-03-15,1,0.4,1
LIST0749,Mad Street Den,Machine Learning Intern,Machine Learning,On-site,Gurgaon,India,20763,INR,3,Feature Engineering|TensorFlow|XGBoost|MLflow|PyTorch|Keras,6,Model Deployment|Jupyter,6.3,2,Information Technology|Computer Engineering|Computer Science|AI & Data Science,MCA|B.Sc CS|B.E.,Fresher,1,1,20,206,2024-07-07,2025-05-25,0,0.6,1
LIST0750,Scale AI,Machine Learning Intern,Machine Learning,On-site,Austin,USA,2434,USD,2,TensorFlow|Feature Engineering|Jupyter|Python|PyTorch,5,MLflow|Scikit-learn,7.0,3,AI & Data Science|Computer Engineering|Computer Science|Information Technology,MCA|BCA,1-2 years,0,1,6,224,2024-08-13,2025-03-10,1,0.5,1
LIST0751,Coinbase,Blockchain Intern,Blockchain,Hybrid,Austin,USA,2336,USD,3,Rust|Ethereum|Smart Contracts,3,Solidity|Hardhat,7.1,1,Electronics|Information Technology|Computer Engineering|Computer Science|AI & Data Science,B.E.|MCA|B.Tech,0-1 year,0,1,3,96,2024-11-21,2025-11-15,1,0.3,1
LIST0752,Snowflake,Data Engineering Intern,Data Engineering,On-site,Toronto,Canada,2133,CAD,6,ETL|Airflow|Snowflake|Scala|dbt,5,Kafka|Python,6.8,1,Electronics|Information Technology,B.E.|BCA,Fresher,0,1,4,71,2024-12-26,2025-12-26,1,0.45,1
LIST0753,Lucideus,Cybersecurity Intern,Cybersecurity,Hybrid,Bangalore,India,33319,INR,1,Linux|Metasploit|Python|Nmap|OWASP,5,Kali Linux|Burp Suite,6.0,3,Information Technology|Computer Engineering|Electronics,MCA,1-2 years,1,1,17,19,2024-06-24,2025-03-21,0,0.45,1
LIST0754,Junglee Games,Game Development Intern,Game Development,On-site,Noida,India,26760,INR,6,C++|Game Physics|Godot|OpenGL|Unreal Engine|Unity,6,Blender|DirectX,7.1,3,Information Technology|Electronics|Computer Engineering,B.E.|MCA|B.Sc CS,0-1 year,0,1,18,309,2024-10-16,2025-07-14,0,0.6,0
LIST0755,Nordic Semiconductor,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,Seattle,USA,2702,USD,3,PCB Design|C++|Raspberry Pi|C,4,IoT Protocols|Assembly,6.3,1,Computer Engineering|Computer Science|Electronics|AI & Data Science|Information Technology,M.Tech,Fresher,0,1,18,851,2024-07-26,2025-11-18,1,0.36,1
LIST0756,Zebi,Blockchain Intern,Blockchain,On-site,Gurgaon,India,29501,INR,3,Hardhat|Smart Contracts|Rust|DeFi|Web3.js,5,Solidity|IPFS,6.6,1,Information Technology|AI & Data Science|Computer Science,B.Sc CS|M.Tech,1-2 years,0,1,3,49,2024-07-21,2025-05-28,0,0.5,0
LIST0757,LatentView,Data Science Intern,Data Science,Hybrid,Gurgaon,India,25566,INR,2,SciPy|Power BI|NumPy|Python|Excel,5,Statistics|R,5.8,1,Computer Science|Computer Engineering|AI & Data Science|Information Technology,B.E.,0-1 year,1,1,1,2,2024-10-12,2025-03-26,0,0.42,1
LIST0758,Mobileye,Computer Vision Intern,Computer Vision,Hybrid,Austin,USA,3523,USD,6,NumPy|Python|Deep Learning|OpenCV|TensorFlow|Image Processing,6,MediaPipe|YOLO,6.9,3,Computer Engineering|Information Technology,M.Tech|B.Tech|B.Sc CS,0-1 year,0,1,14,138,2024-09-06,2025-04-17,1,0.6,1
LIST0759,MakeMyTrip,Android Development Intern,Android Development,Hybrid,Bangalore,India,10754,INR,2,SQLite|Retrofit|Android Studio|XML|Firebase,5,Java|REST API,5.0,3,Information Technology|Computer Engineering|Computer Science,MCA|B.Sc CS,Fresher,0,1,18,184,2024-10-04,2025-04-14,0,0.5,1
LIST0760,Swiggy,Web Development Intern,Web Development,On-site,Mumbai,India,21242,INR,6,HTML|TypeScript|Flask,3,Tailwind CSS|REST API,5.9,2,Electronics|Computer Engineering|AI & Data Science|Computer Science,M.Tech|BCA,1-2 years,1,1,12,153,2024-06-26,2025-11-12,0,0.23,0
LIST0761,Postman,DevOps Intern,DevOps,Hybrid,Kolkata,India,24548,INR,6,Git|Bash|Prometheus|Docker,4,Ansible|Jenkins,6.1,2,Computer Science|Electronics,B.Tech,Fresher,0,1,18,97,2024-11-10,2025-12-26,0,0.36,0
LIST0762,Tableau,Data Science Intern,Data Science,On-site,San Francisco,USA,3922,USD,6,NumPy|Python|Tableau,3,Power BI|Excel,5.6,3,Computer Engineering|Electronics|Information Technology|Computer Science|AI & Data Science,B.Sc CS|B.Tech|M.Tech,0-1 year,0,1,6,169,2024-08-08,2025-03-20,1,0.25,0
LIST0763,Quick Heal,Cybersecurity Intern,Cybersecurity,Hybrid,Chennai,India,12417,INR,3,Nmap|Kali Linux|Networking|Metasploit|Linux|Python,6,OWASP|Burp Suite,5.5,3,AI & Data Science|Electronics|Computer Engineering|Information Technology,BCA|MCA|B.Sc CS,1-2 years,1,1,16,169,2024-08-17,2025-08-14,0,0.55,1
LIST0764,Notion,Full Stack Development Intern,Full Stack Development,On-site,New York,USA,3621,USD,6,GraphQL|TypeScript|React|MongoDB,4,Redis|Docker,5.0,3,Computer Science|Information Technology|Electronics,B.Sc CS,1-2 years,1,1,14,34,2024-12-25,2025-08-02,1,0.4,1
LIST0765,Hedera,Blockchain Intern,Blockchain,On-site,Berlin,Germany,3238,EUR,1,DeFi|Hardhat|Truffle|Ethereum|Web3.js,5,Solidity|Smart Contracts,5.9,1,Computer Science|Electronics|Computer Engineering|AI & Data Science,BCA|M.Tech,Fresher,1,1,16,53,2024-06-15,2025-01-26,1,0.5,1
LIST0766,Observe.AI,NLP / GenAI Intern,NLP / GenAI,Hybrid,Bangalore,India,8736,INR,1,Transformers|RAG|LangChain|Hugging Face,4,NLTK|spaCy,5.6,2,Computer Science|Computer Engineering|Information Technology|Electronics,B.Sc CS|MCA|B.Tech,1-2 years,0,1,16,119,2024-06-10,2025-06-04,0,0.36,0
LIST0767,Continental,Embedded Systems / IoT Intern,Embedded Systems / IoT,On-site,Noida,India,10136,INR,1,Assembly|Sensors|RTOS|FreeRTOS,4,C++|IoT Protocols,5.5,1,Computer Science|Computer Engineering|AI & Data Science|Information Technology|Electronics,M.Tech|BCA|B.Tech,1-2 years,1,1,11,348,2024-07-11,2025-10-19,0,0.36,1
LIST0768,Juspay,Full Stack Development Intern,Full Stack Development,On-site,Gurgaon,India,32786,INR,3,MongoDB|TypeScript|Docker,3,Redis|React,7.4,2,Electronics|AI & Data Science,M.Tech,0-1 year,0,1,13,189,2024-09-20,2025-11-10,0,0.3,0
LIST0769,99Games,Game Development Intern,Game Development,Hybrid,Chennai,India,12006,INR,2,Blender|DirectX|C#|Game Physics,4,Shader Programming|Unreal Engine,6.1,2,Computer Science|Information Technology|Computer Engineering,B.E.,0-1 year,1,1,15,256,2024-08-06,2025-08-07,0,0.4,1
LIST0770,Polygon,Blockchain Intern,Blockchain,Remote,Remote,India,21312,INR,1,Hardhat|Solidity|Web3.js,3,DeFi|Rust,5.5,2,Computer Engineering|Electronics,B.E.|B.Tech,0-1 year,0,1,14,746,2024-07-11,2025-07-26,0,0.3,0
LIST0771,Mistral AI,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,3186,SGD,3,LangChain|RAG|Python|Vector DBs|Hugging Face|BERT,6,OpenAI API|Transformers,6.4,3,Electronics|AI & Data Science,B.Tech|MCA|B.E.,1-2 years,1,1,17,589,2024-09-20,2025-03-05,1,0.55,1
LIST0772,Google,Android Development Intern,Android Development,On-site,Seattle,USA,1900,USD,3,Firebase|REST API|Kotlin,3,SQLite|XML,6.6,2,Computer Science|Electronics|AI & Data Science|Computer Engineering,M.Tech|B.Tech,1-2 years,0,1,11,47,2024-06-20,2025-04-19,1,0.3,1
LIST0773,CERT-In Partner,Cybersecurity Intern,Cybersecurity,Hybrid,Kolkata,India,10699,INR,2,Kali Linux|Wireshark|Metasploit,3,Cryptography|Networking,6.6,1,AI & Data Science|Computer Engineering|Information Technology|Computer Science,B.Tech|B.E.,1-2 years,1,1,14,419,2024-12-18,2025-05-23,0,0.27,0
LIST0774,Razorpay,Web Development Intern,Web Development,Remote,Remote,India,14500,INR,3,Flask|TypeScript|Vue.js,3,Bootstrap|REST API,5.5,2,Computer Engineering|Information Technology,M.Tech,1-2 years,1,1,8,40,2024-11-22,2025-05-13,0,0.23,0
LIST0775,Netlify,Web Development Intern,Web Development,Hybrid,Berlin,Germany,3769,EUR,3,Flask|Vue.js|Node.js|HTML,4,TypeScript|Bootstrap,6.8,2,AI & Data Science|Electronics|Information Technology,B.E.,1-2 years,1,1,16,261,2024-09-23,2025-04-04,1,0.31,1
LIST0776,DigitalOcean,Cloud Computing Intern,Cloud Computing,Hybrid,Seattle,USA,832,USD,6,Terraform|CI/CD|S3|Linux,4,Lambda|GCP,5.9,2,Electronics|Information Technology|Computer Science,B.Sc CS,0-1 year,0,1,3,18,2024-10-08,2025-02-26,1,0.33,1
LIST0777,Palo Alto Networks,Cybersecurity Intern,Cybersecurity,Remote,Remote,Singapore,1074,SGD,2,Burp Suite|Wireshark|Nmap|SIEM,4,Python|Networking,6.0,3,Computer Engineering|Computer Science,B.Tech,0-1 year,0,1,6,65,2024-12-12,2025-01-22,1,0.36,1
LIST0778,Anthropic,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,1382,SGD,2,Transformers|GPT|spaCy,3,Hugging Face|OpenAI API,7.5,3,Electronics|Information Technology|Computer Engineering|AI & Data Science,M.Tech,0-1 year,1,1,17,931,2024-07-02,2025-02-05,1,0.27,0
LIST0779,Flipkart,Data Engineering Intern,Data Engineering,On-site,Gurgaon,India,33966,INR,6,dbt|BigQuery|Kafka,3,Airflow|Snowflake,5.6,3,Electronics|Information Technology|Computer Science,B.Sc CS|BCA|B.Tech,Fresher,0,1,11,519,2024-06-20,2025-03-17,0,0.27,0
LIST0780,Mad Street Den,Machine Learning Intern,Machine Learning,Remote,Remote,India,31642,INR,1,Jupyter|Python|Keras|MLflow,4,PyTorch|Feature Engineering,7.2,2,Information Technology|Computer Science|Computer Engineering|Electronics,M.Tech|BCA,1-2 years,1,1,3,3,2024-09-26,2025-01-11,0,0.4,0
LIST0781,TCS,Cloud Computing Intern,Cloud Computing,On-site,Mumbai,India,12115,INR,2,GCP|CI/CD|Docker,3,AWS|CloudFormation,6.6,1,AI & Data Science|Electronics|Information Technology|Computer Science|Computer Engineering,B.Tech,Fresher,0,1,15,305,2024-07-28,2025-02-27,0,0.25,0
LIST0782,CircleCI,DevOps Intern,DevOps,Remote,Remote,Singapore,1950,SGD,2,CI/CD|Jenkins|Git,3,Kubernetes|Ansible,6.8,1,AI & Data Science|Information Technology|Computer Engineering,MCA|BCA|B.E.,Fresher,1,1,10,199,2024-12-07,2025-02-20,1,0.27,0
LIST0783,CircleCI,DevOps Intern,DevOps,Hybrid,New York,USA,3019,USD,2,CI/CD|Bash|Kubernetes|Prometheus,4,Docker|Git,5.7,3,Computer Engineering|Information Technology|AI & Data Science|Electronics|Computer Science,BCA,0-1 year,1,1,7,118,2024-08-04,2025-08-14,1,0.36,1
LIST0784,Spotify,Android Development Intern,Android Development,On-site,San Francisco,USA,3188,USD,3,Java|Jetpack Compose|Retrofit|Kotlin|REST API,5,XML|MVVM,7.2,3,AI & Data Science|Computer Science|Electronics|Computer Engineering|Information Technology,B.E.,1-2 years,0,1,5,83,2024-07-27,2025-02-03,1,0.5,1
LIST0785,Clevertap,Full Stack Development Intern,Full Stack Development,Hybrid,Noida,India,10171,INR,3,GraphQL|REST API|React|TypeScript|Docker|Redis,6,PostgreSQL|MongoDB,5.7,2,AI & Data Science|Computer Engineering|Information Technology,MCA|B.E.,Fresher,0,1,16,430,2024-07-08,2025-01-16,0,0.6,1
LIST0786,Snowflake,Data Engineering Intern,Data Engineering,Hybrid,Seattle,USA,3530,USD,6,Snowflake|Hadoop|Airflow,3,Kafka|SQL,6.3,1,AI & Data Science|Computer Engineering|Electronics|Computer Science,MCA|B.Tech,0-1 year,1,1,17,83,2024-08-13,2025-05-03,1,0.27,0
LIST0787,Shopify,Web Development Intern,Web Development,On-site,Seattle,USA,3322,USD,3,Angular|JavaScript|Flask,3,Django|Tailwind CSS,7.3,2,Electronics|Information Technology,B.E.,Fresher,0,1,18,675,2024-12-01,2025-10-17,1,0.23,0
LIST0788,Lucideus,Cybersecurity Intern,Cybersecurity,Hybrid,Gurgaon,India,13224,INR,1,Networking|Metasploit|Wireshark|SIEM,4,Linux|Kali Linux,5.3,2,Computer Engineering|Computer Science,B.Tech|BCA,Fresher,1,1,2,41,2024-06-02,2025-08-13,0,0.36,1
LIST0789,Cure.fit,iOS Development Intern,iOS Development,On-site,Pune,India,30769,INR,2,ARKit|Core Data|Xcode,3,UIKit|Combine,5.6,3,Computer Science|Electronics,MCA|M.Tech,1-2 years,0,1,17,145,2024-06-14,2025-10-25,0,0.3,0
LIST0790,SentinelOne,Cybersecurity Intern,Cybersecurity,On-site,Singapore,Singapore,2676,SGD,1,SIEM|Networking|Kali Linux|Linux|Burp Suite,5,Metasploit|Nmap,6.2,3,Computer Engineering|Electronics|Computer Science|Information Technology|AI & Data Science,B.Sc CS|B.Tech,Fresher,0,1,1,10,2024-12-28,2025-03-12,1,0.45,1
LIST0791,Tata Communications,Cybersecurity Intern,Cybersecurity,Remote,Remote,India,20418,INR,2,Networking|Kali Linux|Python,3,OWASP|Cryptography,5.6,1,Computer Engineering|Computer Science|AI & Data Science|Information Technology,M.Tech|B.Sc CS|BCA,1-2 years,0,1,4,81,2024-08-11,2025-04-15,0,0.27,0
LIST0792,Tata Communications,Cybersecurity Intern,Cybersecurity,On-site,Noida,India,21197,INR,3,Linux|Networking|SIEM|OWASP,4,Python|Burp Suite,5.5,1,Electronics|AI & Data Science,B.Sc CS|M.Tech,0-1 year,1,1,17,430,2024-06-07,2025-01-20,0,0.36,1
LIST0793,ThoughtWorks,DevOps Intern,DevOps,Hybrid,Ahmedabad,India,15768,INR,1,Jenkins|Bash|Git|Prometheus,4,CI/CD|Kubernetes,7.4,2,Computer Engineering|AI & Data Science|Computer Science|Electronics,M.Tech|MCA,0-1 year,0,1,17,246,2024-10-28,2025-06-02,0,0.36,0
LIST0794,Stellapps,Computer Vision Intern,Computer Vision,On-site,Kolkata,India,21804,INR,6,Deep Learning|YOLO|TensorFlow|MediaPipe|NumPy,5,PyTorch|OpenCV,7.2,2,AI & Data Science|Information Technology|Electronics|Computer Engineering,B.E.|B.Sc CS,1-2 years,0,1,18,215,2024-08-10,2025-08-24,0,0.5,0
LIST0795,PhonePe,Android Development Intern,Android Development,Hybrid,Kolkata,India,28991,INR,2,Retrofit|Jetpack Compose|Java|MVVM,4,Firebase|Android Studio,5.8,1,Computer Science|Computer Engineering|Electronics|AI & Data Science|Information Technology,B.Sc CS|BCA,0-1 year,0,1,20,645,2024-07-09,2025-12-24,0,0.4,1
LIST0796,Junglee Games,Game Development Intern,Game Development,Hybrid,Gurgaon,India,33515,INR,3,Shader Programming|Game Physics|Blender|OpenGL,4,Unreal Engine|Unity,6.4,3,Computer Science|Information Technology|Electronics,B.E.|M.Tech|B.Tech,1-2 years,0,1,2,5,2024-11-11,2025-04-15,0,0.4,1
LIST0797,Cloudflare,Cloud Computing Intern,Cloud Computing,Remote,Remote,Singapore,2161,SGD,1,Lambda|CloudFormation|AWS|Azure|Linux|S3,6,Kubernetes|Docker,7.0,2,Information Technology|Computer Engineering|Electronics|AI & Data Science,B.Sc CS|M.Tech|B.Tech,1-2 years,1,1,1,6,2024-09-01,2025-02-09,1,0.5,1
LIST0798,Niramai,Computer Vision Intern,Computer Vision,Remote,Remote,India,29713,INR,2,OpenCV|Keras|TensorFlow|Python,4,Deep Learning|MediaPipe,5.8,2,AI & Data Science|Computer Science|Computer Engineering|Information Technology|Electronics,B.E.|B.Sc CS,1-2 years,0,1,7,74,2024-08-16,2025-04-11,0,0.4,1
LIST0799,Pinterest,iOS Development Intern,iOS Development,Remote,Remote,Singapore,1901,SGD,2,REST API|ARKit|Combine,3,Xcode|Swift,5.8,3,AI & Data Science|Computer Science,MCA|BCA|B.Sc CS,Fresher,0,1,7,274,2024-12-26,2025-11-11,1,0.3,1
LIST0800,GitLab,DevOps Intern,DevOps,Hybrid,Singapore,Singapore,1742,SGD,2,Docker|Git|Kubernetes|Linux,4,CI/CD|Jenkins,5.6,3,AI & Data Science|Computer Engineering|Computer Science,B.Tech,0-1 year,1,1,8,26,2024-12-28,2025-07-19,1,0.36,1
LIST0801,Fivetran,Data Engineering Intern,Data Engineering,Hybrid,Berlin,Germany,2207,EUR,2,Apache Spark|Kafka|dbt|ETL|Airflow|BigQuery,6,Snowflake|Scala,5.1,2,AI & Data Science|Computer Science,B.Sc CS,Fresher,0,1,4,271,2024-12-16,2025-10-20,1,0.55,1
LIST0802,Swiggy,Web Development Intern,Web Development,On-site,Gurgaon,India,16255,INR,1,TypeScript|Vue.js|HTML|Node.js|Flask|Angular,6,JavaScript|Bootstrap,6.5,1,Information Technology|AI & Data Science|Electronics|Computer Engineering|Computer Science,M.Tech|B.E.|MCA,0-1 year,0,1,12,838,2024-11-17,2025-09-11,0,0.46,1
LIST0803,Vercel,Web Development Intern,Web Development,On-site,London,UK,1360,GBP,6,Vue.js|CSS|Angular,3,React|HTML,5.3,3,Computer Engineering|Information Technology|Electronics,MCA|B.Sc CS|M.Tech,Fresher,0,1,15,520,2024-08-09,2025-10-25,1,0.23,0
LIST0804,Stellapps,Computer Vision Intern,Computer Vision,Hybrid,Ahmedabad,India,14219,INR,1,MediaPipe|Deep Learning|Python|OpenCV|TensorFlow,5,NumPy|YOLO,5.1,3,Computer Engineering|Electronics,B.Tech|MCA|B.Sc CS,0-1 year,1,1,16,1125,2024-10-20,2025-05-07,0,0.5,1
LIST0805,AWS,Cloud Computing Intern,Cloud Computing,Remote,Remote,Singapore,3848,SGD,1,S3|Terraform|Lambda|Linux|CloudFormation,5,Docker|AWS,7.4,3,Information Technology|Computer Engineering|Electronics,B.Sc CS|M.Tech|B.Tech,1-2 years,0,1,4,82,2024-06-27,2025-02-04,1,0.42,1
LIST0806,Snap,iOS Development Intern,iOS Development,On-site,Toronto,Canada,3298,CAD,1,UIKit|SwiftUI|CocoaPods|Xcode|Core Data|Combine,6,REST API|Swift,5.1,1,Computer Engineering|Electronics|Information Technology|Computer Science|AI & Data Science,B.Tech|BCA|B.E.,0-1 year,0,1,2,6,2024-11-27,2025-05-21,1,0.6,1
LIST0807,LatentView,Data Science Intern,Data Science,On-site,Ahmedabad,India,12149,INR,3,SciPy|NumPy|R|Pandas|SQL|Seaborn,6,Python|Statistics,6.7,3,Computer Engineering|Information Technology|Computer Science|Electronics,BCA|B.Tech,Fresher,0,1,10,291,2024-12-12,2025-08-22,0,0.5,0
LIST0808,Chargebee,Full Stack Development Intern,Full Stack Development,Hybrid,Pune,India,30072,INR,2,GraphQL|Node.js|Docker|REST API|Redis|PostgreSQL,6,Express.js|MongoDB,7.1,3,Computer Engineering|Information Technology|Electronics|Computer Science,B.Tech|BCA,0-1 year,0,1,15,650,2024-07-08,2025-02-25,0,0.6,0
LIST0809,Juspay,Full Stack Development Intern,Full Stack Development,Remote,Remote,India,19211,INR,6,TypeScript|PostgreSQL|Redis,3,Node.js|GraphQL,7.3,1,Information Technology|Computer Science|Computer Engineering,B.E.,1-2 years,0,1,19,416,2024-07-19,2025-11-22,0,0.3,0
LIST0810,Wipro,Cloud Computing Intern,Cloud Computing,Hybrid,Noida,India,22431,INR,1,GCP|CloudFormation|Kubernetes|S3,4,Docker|Lambda,7.2,1,Computer Science|AI & Data Science|Electronics|Information Technology|Computer Engineering,B.Sc CS|B.Tech,0-1 year,0,1,16,138,2024-07-21,2025-10-15,0,0.33,0
LIST0811,DigitalOcean,Cloud Computing Intern,Cloud Computing,On-site,Toronto,Canada,840,CAD,6,Docker|Terraform|Kubernetes|AWS,4,Linux|Azure,7.4,2,Electronics|Computer Engineering,MCA|B.Tech|M.Tech,1-2 years,0,1,7,28,2024-12-22,2025-10-20,1,0.33,1
LIST0812,Pinterest,iOS Development Intern,iOS Development,Remote,Remote,Singapore,2037,SGD,6,REST API|SwiftUI|Core Data|Swift|Firebase,5,Xcode|Combine,5.1,2,AI & Data Science|Computer Engineering|Information Technology,BCA|MCA|B.Tech,0-1 year,0,1,1,5,2024-11-15,2025-09-07,1,0.5,1
